language,term,translation,parent,tags
English,netsuke,,,19k
English,netsukes,netsuke,,19k
English,nett,,,19k
English,neurasthenia,,,19k
English,neurasthenic,neurasthenia,,19k
English,neurasthenically,neurasthenia,,19k
English,neuroendocrine,,,19k
English,neurogenic,,,19k
English,neuroma,,,19k
English,neuromas,neuroma,,19k
English,neuropsychiatry,,,19k
English,neuropsychiatric,neuropsychiatry,,19k
English,neuropsychiatrics,neuropsychiatry,,19k
English,newbie,,,19k
English,newbies,newbie,,19k
English,niobium,,,19k
English,nisi,,,19k
English,nitride,,,19k
English,nitro,,,19k
English,nitrocellulose,,,19k
English,nitrocelluloses,nitrocellulose,,19k
English,nobble,,,19k
English,nobbled,nobble,,19k
English,nobbler,nobble,,19k
English,nobbles,nobble,,19k
English,nobbling,nobble,,19k
English,nocturne,,,19k
English,nonagenarian,,,19k
English,nonagenarians,nonagenarian,,19k
English,nonce,,,19k
English,nosegay,,,19k
English,nosegays,nosegay,,19k
English,nosocomial,,,19k
English,novae,,,19k
English,novaes,novae,,19k
English,novation,,,19k
English,novations,novation,,19k
English,nucleoside,,,19k
English,nucleosides,nucleoside,,19k
English,nunc,,,19k
English,obduracy,,,19k
English,obduracies,obduracy,,19k
English,oblate,,,19k
English,oblates,oblate,,19k
English,octet,,,19k
English,octets,octet,,19k
English,odalisque,,,19k
English,odalisques,odalisque,,19k
English,odium,,,19k
English,onanist,,,19k
English,onanism,onanist,,19k
English,onanistic,onanist,,19k
English,onanists,onanist,,19k
English,oolite,,,19k
English,oolitic,oolite,,19k
English,ora,,,19k
English,orcadian,,,19k
English,ordinand,,,19k
English,ordinands,ordinand,,19k
English,organdy,,,19k
English,organdie,organdy,,19k
English,orimulsion,,,19k
English,orthosis,,,19k
English,orthoses,orthosis,,19k
English,orthotic,,,19k
English,orthotics,orthotic,,19k
English,osier,,,19k
English,osiers,osier,,19k
English,osteomyelitis,,,19k
English,otiose,,,19k
English,otiosely,otiose,,19k
English,otioseness,otiose,,19k
English,otiosity,otiose,,19k
English,otorrhea,,,19k
English,ouzo,,,19k
English,oxy,,,19k
English,pachinko,,,19k
English,palaeomagnetic,,,19k
English,palaeomagnetically,palaeomagnetic,,19k
English,palaeomagnetist,palaeomagnetic,,19k
English,paleomagnetic,palaeomagnetic,,19k
English,paleomagnetically,palaeomagnetic,,19k
English,paleomagnetist,palaeomagnetic,,19k
English,pallidus,,,19k
English,pallida,pallidus,,19k
English,palmistry,,,19k
English,palmist,palmistry,,19k
English,palmists,palmistry,,19k
English,panga,,,19k
English,pangas,panga,,19k
English,pangolin,,,19k
English,pangolins,pangolin,,19k
English,pantile,,,19k
English,pantiled,pantile,,19k
English,pantiles,pantile,,19k
English,papier,,,19k
English,papilloma,,,19k
English,papillomas,papilloma,,19k
English,papoose,,,19k
English,papooses,papoose,,19k
English,paralinguistic,,,19k
English,paralinguistically,paralinguistic,,19k
English,paralinguistics,paralinguistic,,19k
English,paratuberculosis,,,19k
English,parboil,,,19k
English,parboiled,parboil,,19k
English,parboiling,parboil,,19k
English,parboils,parboil,,19k
English,parfait,,,19k
English,parfaits,parfait,,19k
English,parler,,,19k
English,parsec,,,19k
English,parsecs,parsec,,19k
English,pastorale,,,19k
English,paten,,,19k
English,patens,paten,,19k
English,paterfamilias,,,19k
English,paternoster,,,19k
English,paternosters,paternoster,,19k
English,pawpaw,,,19k
English,pawpaws,pawpaw,,19k
English,peaky,,,19k
English,peckish,,,19k
English,pectoralis,,,19k
English,pectorales,pectoralis,,19k
English,pekinese,,,19k
English,periglacial,,,19k
English,permanganate,,,19k
English,permanganates,permanganate,,19k
English,perspicacity,,,19k
English,perspicuity,,,19k
English,perspicuous,perspicuity,,19k
English,perspicuously,perspicuity,,19k
English,perspicuousness,perspicuity,,19k
English,pessary,,,19k
English,pessaries,pessary,,19k
English,petrodollar,,,19k
English,petrodollars,petrodollar,,19k
English,petrology,,,19k
English,petrologic,petrology,,19k
English,petrologically,petrology,,19k
English,petrologist,petrology,,19k
English,phaeton,,,19k
English,phaetons,phaeton,,19k
English,phalarope,,,19k
English,phalaropes,phalarope,,19k
English,phallocentric,,,19k
English,phallocentrism,phallocentric,,19k
English,pharmacokinetic,,,19k
English,pharmacokinetics,pharmacokinetic,,19k
English,phenobarbital,,,19k
English,phenobarbitals,phenobarbital,,19k
English,philodendron,,,19k
English,philodendrons,philodendron,,19k
English,photomultiplier,,,19k
English,photosensitive,,,19k
English,photosphere,,,19k
English,photostat,,,19k
English,photostats,photostat,,19k
English,physiography,,,19k
English,physiographer,physiography,,19k
English,physiographic,physiography,,19k
English,physiographical,physiography,,19k
English,picador,,,19k
English,picadors,picador,,19k
English,picosecond,,,19k
English,picoseconds,picosecond,,19k
English,pieta,,,19k
English,pietas,pieta,,19k
English,pil,,,19k
English,pinata,,,19k
English,pinatas,pinata,,19k
English,pipsqueak,,,19k
English,pipsqueaks,pipsqueak,,19k
English,pitta,,,19k
English,plesiosaur,,,19k
English,plesiosaurs,plesiosaur,,19k
English,pleurisy,,,19k
English,plonker,,,19k
English,plonkers,plonker,,19k
English,pneumatology,,,19k
English,pneumatological,pneumatology,,19k
English,poco,,,19k
English,pocos,poco,,19k
English,polonaise,,,19k
English,polyamide,,,19k
English,polyamides,polyamide,,19k
English,polyhedron,,,19k
English,polyhedral,polyhedron,,19k
English,polyhedrals,polyhedron,,19k
English,polyhedrons,polyhedron,,19k
English,polyptych,,,19k
English,polyptychs,polyptych,,19k
English,pooper,,,19k
English,poopers,pooper,,19k
English,poplin,,,19k
English,poplins,poplin,,19k
English,poppycock,,,19k
English,porphyry,,,19k
English,porphyries,porphyry,,19k
English,postulant,,,19k
English,postulants,postulant,,19k
English,potlatch,,,19k
English,potlatches,potlatch,,19k
English,pottage,,,19k
English,pouf,,,19k
English,poufs,pouf,,19k
English,prang,,,19k
English,pranged,prang,,19k
English,pranging,prang,,19k
English,prangs,prang,,19k
English,predella,,,19k
English,prefectural,,,19k
English,principessa,,,19k
English,profiterole,,,19k
English,profiteroles,profiterole,,19k
English,prole,,,19k
English,proles,prole,,19k
English,proline,,,19k
English,propranolol,,,19k
English,propylene,,,19k
English,protoplanet,,,19k
English,protoplanetary,protoplanet,,19k
English,protoplanets,protoplanet,,19k
English,prototypic,,,19k
English,prototypically,prototypic,,19k
English,pseudoscience,,,19k
English,pseudosciences,pseudoscience,,19k
English,psychobabble,,,19k
English,psychobabbler,psychobabble,,19k
English,psychopharmacology,,,19k
English,psychopharmacological,psychopharmacology,,19k
English,psychophysiological,,,19k
English,pul,,,19k
English,puls,pul,,19k
English,pumpernickel,,,19k
English,pupal,,,19k
English,pupillage,,,19k
English,purslane,,,19k
English,pyracantha,,,19k
English,pyrimidine,,,19k
English,pyrimidines,pyrimidine,,19k
English,quatro,,,19k
English,quattrocento,,,19k
English,quercus,,,19k
English,quesadilla,,,19k
English,quesadillas,quesadilla,,19k
English,quicklime,,,19k
English,quiff,,,19k
English,quiffs,quiff,,19k
English,quire,,,19k
English,quires,quire,,19k
English,quoi,,,19k
English,quoit,,,19k
English,quoits,quoit,,19k
English,rabbiting,,,19k
English,rabbited,rabbiting,,19k
English,raddle,,,19k
English,raddled,raddle,,19k
English,raddles,raddle,,19k
English,raddling,raddle,,19k
English,raga,,,19k
English,ragas,raga,,19k
English,ragbag,,,19k
English,raiment,,,19k
English,raiments,raiment,,19k
English,ramify,,,19k
English,ramifies,ramify,,19k
English,ramifying,ramify,,19k
English,rancho,,,19k
English,ranchos,rancho,,19k
English,rarebit,,,19k
English,rarebits,rarebit,,19k
English,rassemblement,,,19k
English,rasta,,,19k
English,ratiocination,,,19k
English,ratiocinative,ratiocination,,19k
English,rawp,,,19k
English,razz,,,19k
English,razzed,razz,,19k
English,razzes,razz,,19k
English,razzing,razz,,19k
English,rebus,,,19k
English,redox,,,19k
English,reductase,,,19k
English,reflate,,,19k
English,reflating,reflate,,19k
English,reflation,reflate,,19k
English,reflationary,reflate,,19k
English,regnum,,,19k
English,rei,,,19k
English,reive,,,19k
English,reived,reive,,19k
English,reiver,reive,,19k
English,reivers,reive,,19k
English,reives,reive,,19k
English,reiving,reive,,19k
English,rejig,,,19k
English,rejigged,rejig,,19k
English,rejigger,rejig,,19k
English,rejigging,rejig,,19k
English,rejigs,rejig,,19k
English,renin,,,19k
English,rennet,,,19k
English,reticule,,,19k
English,reticules,reticule,,19k
English,revanche,,,19k
English,revanchism,revanche,,19k
English,revanchist,revanche,,19k
English,revetment,,,19k
English,revetments,revetment,,19k
English,rhea,,,19k
English,rheas,rhea,,19k
English,rhodium,,,19k
English,rhombic,,,19k
English,rhyolite,,,19k
English,ria,,,19k
English,ribonucleic,,,19k
English,robocop,,,19k
English,rondeau,,,19k
English,ropey,,,19k
English,roquefort,,,19k
English,rosea,,,19k
English,rotavirus,,,19k
English,rotenone,,,19k
English,rubato,,,19k
English,rubatos,rubato,,19k
English,rugger,,,19k
English,rugosa,,,19k
English,rumbustious,,,19k
English,rumbustiously,rumbustious,,19k
English,rumbustiousness,rumbustious,,19k
English,sabbatarian,,,19k
English,sabbatarianism,sabbatarian,,19k
English,sailplane,,,19k
English,sailplanes,sailplane,,19k
English,salsify,,,19k
English,saltation,,,19k
English,saltationism,saltation,,19k
English,saltations,saltation,,19k
English,saltative,saltation,,19k
English,sambo,,,19k
English,samizdat,,,19k
English,sashimi,,,19k
English,sateen,,,19k
English,satsuma,,,19k
English,satsumas,satsuma,,19k
English,saturnine,,,19k
English,sawhorse,,,19k
English,sawhorses,sawhorse,,19k
English,scarper,,,19k
English,scarpered,scarper,,19k
English,scarpering,scarper,,19k
English,scarpers,scarper,,19k
English,scintilla,,,19k
English,scintillas,scintilla,,19k
English,scleroderma,,,19k
English,scram,,,19k
English,scrammed,scram,,19k
English,scramming,scram,,19k
English,scrams,scram,,19k
English,scrapper,,,19k
English,scrappers,scrapper,,19k
English,scrimshaw,,,19k
English,scrivener,,,19k
English,scriveners,scrivener,,19k
English,scrofula,,,19k
English,scrofulous,scrofula,,19k
English,sculpin,,,19k
English,sculpins,sculpin,,19k
English,scutum,,,19k
English,scutums,scutum,,19k
English,seamer,,,19k
English,seamers,seamer,,19k
English,sensorineural,,,19k
English,sepal,,,19k
English,sepals,sepal,,19k
English,seraglio,,,19k
English,seraglios,seraglio,,19k
English,seraphim,,,19k
English,seraphims,seraphim,,19k
English,sere,,,19k
English,serviette,,,19k
English,serviettes,serviette,,19k
English,shalom,,,19k
English,shambolic,,,19k
English,sheepfold,,,19k
English,sheepfolds,sheepfold,,19k
English,shiksa,,,19k
English,shiksas,shiksa,,19k
English,shopaholic,,,19k
English,shopaholics,shopaholic,,19k
English,shul,,,19k
English,shylock,,,19k
English,shylocks,shylock,,19k
English,sidewinder,,,19k
English,sidewinders,sidewinder,,19k
English,silverfish,,,19k
English,simmental,,,19k
English,simmentals,simmental,,19k
English,simony,,,19k
English,skirl,,,19k
English,skirled,skirl,,19k
English,skirling,skirl,,19k
English,skirls,skirl,,19k
English,skybox,,,19k
English,skyboxes,skybox,,19k
English,sloe,,,19k
English,sloes,sloe,,19k
English,snafu,,,19k
English,snafus,snafu,,19k
English,snit,,,19k
English,sola,,,19k
English,solecism,,,19k
English,solecisms,solecism,,19k
English,solecistic,solecism,,19k
English,spall,,,19k
English,spallation,spall,,19k
English,spallations,spall,,19k
English,spalled,spall,,19k
English,spalling,spall,,19k
English,spalls,spall,,19k
English,specifier,,,19k
English,specifiers,specifier,,19k
English,spectrophotometry,,,19k
English,spectrophotometric,spectrophotometry,,19k
English,spectrophotometrical,spectrophotometry,,19k
English,spectrophotometrically,spectrophotometry,,19k
English,specular,,,19k
English,spick,,,19k
English,spicks,spick,,19k
English,spicule,,,19k
English,spicules,spicule,,19k
English,spinet,,,19k
English,spinets,spinet,,19k
English,spiv,,,19k
English,spivs,spiv,,19k
English,spivvy,spiv,,19k
English,sprat,,,19k
English,sprats,sprat,,19k
English,stanch,,,19k
English,stanched,stanch,,19k
English,stanches,stanch,,19k
English,stanching,stanch,,19k
English,standpipe,,,19k
English,standpipes,standpipe,,19k
English,steins,,,19k
English,sternal,,,19k
English,sterol,,,19k
English,sterols,sterol,,19k
English,strake,,,19k
English,strakes,strake,,19k
English,streptococci,,,19k
English,stripling,,,19k
English,striplings,stripling,,19k
English,stroganoff,,,19k
English,stroppy,,,19k
English,stroppily,stroppy,,19k
English,stroppiness,stroppy,,19k
English,strumpet,,,19k
English,strumpets,strumpet,,19k
English,stupa,,,19k
English,stupas,stupa,,19k
English,styrene,,,19k
English,succubus,,,19k
English,succuba,succubus,,19k
English,succubi,succubus,,19k
English,suffragan,,,19k
English,suffragans,suffragan,,19k
English,sulfite,,,19k
English,sulfites,sulfite,,19k
English,sulphite,sulfite,,19k
English,sulphites,sulfite,,19k
English,sulphonamide,,,19k
English,sulphonamides,sulphonamide,,19k
English,sumptuary,,,19k
English,supercluster,,,19k
English,superclusters,supercluster,,19k
English,supercontinent,,,19k
English,supercontinents,supercontinent,,19k
English,supercritical,,,19k
English,supergroup,,,19k
English,supergroups,supergroup,,19k
English,supermax,,,19k
English,superstardom,,,19k
English,superstation,,,19k
English,superstations,superstation,,19k
English,supervene,,,19k
English,supervened,supervene,,19k
English,supervenes,supervene,,19k
English,supervening,supervene,,19k
English,supranationalism,,,19k
English,sura,,,19k
English,suras,sura,,19k
English,surcoat,,,19k
English,surcoats,surcoat,,19k
English,suttee,,,19k
English,swanning,,,19k
English,swanned,swanning,,19k
English,sylph,,,19k
English,sylphlike,sylph,,19k
English,sylphs,sylph,,19k
English,tabasco,,,19k
English,tabla,,,19k
English,tablas,tabla,,19k
English,tachometer,,,19k
English,tachometers,tachometer,,19k
English,tachyon,,,19k
English,tachyons,tachyon,,19k
English,tagliatelle,,,19k
English,taille,,,19k
English,tailplane,,,19k
English,tatami,,,19k
English,taurine,,,19k
English,technocracy,,,19k
English,technocracies,technocracy,,19k
English,teenybop,,,19k
English,teenybopper,teenybop,,19k
English,teenyboppers,teenybop,,19k
English,telekinesis,,,19k
English,telekinetic,telekinesis,,19k
English,telemark,,,19k
English,telemarks,telemark,,19k
English,telepresence,,,19k
English,tenterhooks,,,19k
English,tephra,,,19k
English,terephthalate,,,19k
English,terephthalic,terephthalate,,19k
English,terrarium,,,19k
English,terrariums,terrarium,,19k
English,terrazzo,,,19k
English,tetrahedron,,,19k
English,tetrahedra,tetrahedron,,19k
English,tetrahedrons,tetrahedron,,19k
English,tetras,,,19k
English,thermoluminescent,,,19k
English,thermoluminescence,thermoluminescent,,19k
English,thingamajig,,,19k
English,thingamajigs,thingamajig,,19k
English,thingumajig,thingamajig,,19k
English,thingumajigs,thingamajig,,19k
English,thymine,,,19k
English,thymines,thymine,,19k
English,thyroxine,,,19k
English,thyroxin,thyroxine,,19k
English,tiffin,,,19k
English,tiffins,tiffin,,19k
English,timbale,,,19k
English,timbales,timbale,,19k
English,tiramisu,,,19k
English,tocsin,,,19k
English,tomatillo,,,19k
English,tomatillos,tomatillo,,19k
English,tombola,,,19k
English,tombolas,tombola,,19k
English,tomfoolery,,,19k
English,tootle,,,19k
English,tootled,tootle,,19k
English,tootler,tootle,,19k
English,tootles,tootle,,19k
English,tootling,tootle,,19k
English,tootsie,,,19k
English,tootsies,tootsie,,19k
English,tope,,,19k
English,toper,tope,,19k
English,topers,tope,,19k
English,tourmaline,,,19k
English,trabecular,,,19k
English,trachoma,,,19k
English,transferase,,,19k
English,transferrin,transferase,,19k
English,tranship,,,19k
English,transhipment,tranship,,19k
English,transhipments,tranship,,19k
English,transhipped,tranship,,19k
English,transhipping,tranship,,19k
English,tranships,tranship,,19k
English,transposon,,,19k
English,transposons,transposon,,19k
English,transshipment,,,19k
English,trax,,,19k
English,trebuchet,,,19k
English,trebuchets,trebuchet,,19k
English,tribology,,,19k
English,tribological,tribology,,19k
English,tribologist,tribology,,19k
English,triceratops,,,19k
English,trike,,,19k
English,trikes,trike,,19k
English,trillium,,,19k
English,trilliums,trillium,,19k
English,trisomy,,,19k
English,trisomies,trisomy,,19k
English,trollop,,,19k
English,trollops,trollop,,19k
English,trop,,,19k
English,tuberculin,,,19k
English,tuff,,,19k
English,tumescence,,,19k
English,tumescent,tumescence,,19k
English,tumulus,,,19k
English,tumuli,tumulus,,19k
English,tunny,,,19k
English,tunnies,tunny,,19k
English,turbofan,,,19k
English,turbofans,turbofan,,19k
English,turbojet,,,19k
English,turbojets,turbojet,,19k
English,tyrannosaur,,,19k
English,tyrannosaurs,tyrannosaur,,19k
English,ultramodern,,,19k
English,unction,,,19k
English,unguent,,,19k
English,unguents,unguent,,19k
English,vacuole,,,19k
English,vacuoles,vacuole,,19k
English,vagotomy,,,19k
English,vagotomies,vagotomy,,19k
English,vasculature,,,19k
English,vasculitis,,,19k
English,vasoactive,,,19k
English,vasoconstrictor,,,19k
English,vasoconstrictors,vasoconstrictor,,19k
English,vena,,,19k
English,venae,vena,,19k
English,venturesome,,,19k
English,venturesomeness,venturesome,,19k
English,verdure,,,19k
English,vernier,,,19k
English,vervet,,,19k
English,vervets,vervet,,19k
English,vibraphone,,,19k
English,vibraphones,vibraphone,,19k
English,vibraphonist,vibraphone,,19k
English,vibraphonists,vibraphone,,19k
English,videographer,,,19k
English,videographers,videographer,,19k
English,videography,videographer,,19k
English,vinca,,,19k
English,vincas,vinca,,19k
English,vins,,,19k
English,vitis,,,19k
English,vitrify,,,19k
English,vitrifiable,vitrify,,19k
English,vitrification,vitrify,,19k
English,vitrified,vitrify,,19k
English,vitrifies,vitrify,,19k
English,vitrifying,vitrify,,19k
English,vitrine,,,19k
English,vitrines,vitrine,,19k
English,viviparous,,,19k
English,viviparously,viviparous,,19k
English,vivo,,,19k
English,vocative,,,19k
English,vocatively,vocative,,19k
English,voyageur,,,19k
English,voyageurs,voyageur,,19k
English,wahoo,,,19k
English,wahoos,wahoo,,19k
English,wampum,,,19k
English,weel,,,19k
English,wherry,,,19k
English,wherries,wherry,,19k
English,wherrys,wherry,,19k
English,whicker,,,19k
English,whickered,whicker,,19k
English,whickering,whicker,,19k
English,whickers,whicker,,19k
English,whiffle,,,19k
English,whiffled,whiffle,,19k
English,whiffles,whiffle,,19k
English,whiffling,whiffle,,19k
English,whipsaw,,,19k
English,whipsawed,whipsaw,,19k
English,whipsawing,whipsaw,,19k
English,wildcard,,,19k
English,wildcards,wildcard,,19k
English,wiseguy,,,19k
English,wiseguys,wiseguy,,19k
English,withal,,,19k
English,withe,,,19k
English,withies,withe,,19k
English,withy,withe,,19k
English,wog,,,19k
English,wogs,wog,,19k
English,woofer,,,19k
English,woofers,woofer,,19k
English,xylene,,,19k
English,yawl,,,19k
English,yawls,yawl,,19k
English,yttrium,,,19k
English,zemstvo,,,19k
English,zemstvos,zemstvo,,19k
English,zine,,,19k
English,zines,zine,,19k
English,zydeco,,,19k
English,abaya,,,20k
English,abayas,abaya,,20k
English,abeam,,,20k
English,ablate,,,20k
English,ablated,ablate,,20k
English,abracadabra,,,20k
English,acetyl,,,20k
English,acidophilus,,,20k
English,acromegaly,,,20k
English,acromegalia,acromegaly,,20k
English,acromegalic,acromegaly,,20k
English,acte,,,20k
English,actes,acte,,20k
English,actinic,,,20k
English,acupressure,,,20k
English,acyl,,,20k
English,adamantine,,,20k
English,adrenergic,,,20k
English,adrenergically,adrenergic,,20k
English,advertorial,,,20k
English,advertorials,advertorial,,20k
English,aerogramme,,,20k
English,aerogram,aerogramme,,20k
English,aerogrammes,aerogramme,,20k
English,aerograms,aerogramme,,20k
English,aflatoxin,,,20k
English,aflatoxins,aflatoxin,,20k
English,aitch,,,20k
English,aitches,aitch,,20k
English,alendronate,,,20k
English,aleph,,,20k
English,alewife,,,20k
English,alewives,alewife,,20k
English,allegretto,,,20k
English,allegrettos,allegretto,,20k
English,allele,,,20k
English,alleles,allele,,20k
English,allelic,allele,,20k
English,almoner,,,20k
English,almoners,almoner,,20k
English,almonry,almoner,,20k
English,alpina,,,20k
English,ambulant,,,20k
English,ammonoid,,,20k
English,ammonoids,ammonoid,,20k
English,amphibole,,,20k
English,amphiboles,amphibole,,20k
English,amphibolite,amphibole,,20k
English,amphibolites,amphibole,,20k
English,amphotericin,,,20k
English,ampulla,,,20k
English,ampullae,ampulla,,20k
English,anadromous,,,20k
English,analysand,,,20k
English,analysands,analysand,,20k
English,anas,,,20k
English,ancova,,,20k
English,ancovas,ancova,,20k
English,anencephalic,,,20k
English,anencephaly,anencephalic,,20k
English,ani,,,20k
English,anthocyanin,,,20k
English,anthocyanins,anthocyanin,,20k
English,anthropomorphize,,,20k
English,anthropomorphized,anthropomorphize,,20k
English,anthropomorphizing,anthropomorphize,,20k
English,anticline,,,20k
English,anticlines,anticline,,20k
English,antimacassar,,,20k
English,antimacassars,antimacassar,,20k
English,antineutrino,,,20k
English,antineutrinos,antineutrino,,20k
English,apiary,,,20k
English,apiaries,apiary,,20k
English,apiarist,apiary,,20k
English,apiarists,apiary,,20k
English,aplastic,,,20k
English,appian,,,20k
English,aquarist,,,20k
English,aquarists,aquarist,,20k
English,arabica,,,20k
English,archaism,,,20k
English,archaisms,archaism,,20k
English,archimandrite,,,20k
English,archimandrites,archimandrite,,20k
English,arcminute,,,20k
English,arcminutes,arcminute,,20k
English,armamentarium,,,20k
English,arquebus,,,20k
English,arquebuses,arquebus,,20k
English,arquebusier,arquebus,,20k
English,arquebusiers,arquebus,,20k
English,harquebus,arquebus,,20k
English,harquebuses,arquebus,,20k
English,harquebusier,arquebus,,20k
English,harquebusiers,arquebus,,20k
English,arteriography,,,20k
English,aslant,,,20k
English,aspidistra,,,20k
English,aspidistras,aspidistra,,20k
English,astrocytes,,,20k
English,astrometric,,,20k
English,astrometry,astrometric,,20k
English,ataxia,,,20k
English,ataxic,ataxia,,20k
English,atheroma,,,20k
English,atheromas,atheroma,,20k
English,atheromata,atheroma,,20k
English,atrazine,,,20k
English,atresia,,,20k
English,atresias,atresia,,20k
English,attar,,,20k
English,atar,attar,,20k
English,athar,attar,,20k
English,audiophile,,,20k
English,audiophiles,audiophile,,20k
English,auscultate,,,20k
English,auscultated,auscultate,,20k
English,auscultates,auscultate,,20k
English,auscultating,auscultate,,20k
English,auscultation,auscultate,,20k
English,australopithecine,,,20k
English,australopithecines,australopithecine,,20k
English,autogenic,,,20k
English,autogenics,autogenic,,20k
English,autogyro,,,20k
English,autogiro,autogyro,,20k
English,autogiros,autogyro,,20k
English,autogyros,autogyro,,20k
English,axil,,,20k
English,axils,axil,,20k
English,axion,,,20k
English,axions,axion,,20k
English,azathioprine,,,20k
English,azide,,,20k
English,badinage,,,20k
English,bafta,,,20k
English,baftas,bafta,,20k
English,bahian,,,20k
English,balderdash,,,20k
English,ballsy,,,20k
English,barberry,,,20k
English,barberries,barberry,,20k
English,barefaced,,,20k
English,barefacedly,barefaced,,20k
English,beanie,,,20k
English,beanies,beanie,,20k
English,beefeater,,,20k
English,beefeaters,beefeater,,20k
English,beignet,,,20k
English,beignets,beignet,,20k
English,beribboned,,,20k
English,bestir,,,20k
English,bestired,bestir,,20k
English,bestirring,bestir,,20k
English,bestirs,bestir,,20k
English,billabong,,,20k
English,billabongs,billabong,,20k
English,binnacle,,,20k
English,binnacles,binnacle,,20k
English,bint,,,20k
English,bints,bint,,20k
English,bioaerosol,,,20k
English,bioaerosols,bioaerosol,,20k
English,bioassay,,,20k
English,bioassays,bioassay,,20k
English,biobased,,,20k
English,biohazard,,,20k
English,biohazards,biohazard,,20k
English,biomedicine,,,20k
English,biomorphic,,,20k
English,bioprospecting,,,20k
English,bioreactor,,,20k
English,bioreactors,bioreactor,,20k
English,biotype,,,20k
English,biotypes,biotype,,20k
English,bioweapon,,,20k
English,bioweapons,bioweapon,,20k
English,birefringence,,,20k
English,birefringent,birefringence,,20k
English,blackleg,,,20k
English,blacklegs,blackleg,,20k
English,blat,,,20k
English,blatter,blat,,20k
English,blatting,blat,,20k
English,blaxploitation,,,20k
English,blini,,,20k
English,blinis,blini,,20k
English,bobwhite,,,20k
English,bobwhites,bobwhite,,20k
English,boche,,,20k
English,boches,boche,,20k
English,boing,,,20k
English,boings,boing,,20k
English,bola,,,20k
English,bolas,bola,,20k
English,bolases,bola,,20k
English,bonheur,,,20k
English,booger,,,20k
English,boogers,booger,,20k
English,boondocks,,,20k
English,borate,,,20k
English,boric,,,20k
English,bosh,,,20k
English,bowerbird,,,20k
English,bowerbirds,bowerbird,,20k
English,bradycardia,,,20k
English,braze,,,20k
English,brazed,braze,,20k
English,brazes,braze,,20k
English,brazing,braze,,20k
English,breathalyzer,,,20k
English,breathalyzers,breathalyzer,,20k
English,breccia,,,20k
English,breviary,,,20k
English,breviaries,breviary,,20k
English,bruschetta,,,20k
English,bruschettas,bruschetta,,20k
English,budgerigar,,,20k
English,budgerigars,budgerigar,,20k
English,bullfinch,,,20k
English,bullfinches,bullfinch,,20k
English,bullhead,,,20k
English,bullheads,bullhead,,20k
English,buprenorphine,,,20k
English,burqa,,,20k
English,burqas,burqa,,20k
English,butadiene,,,20k
English,byelection,,,20k
English,byelections,byelection,,20k
English,caballero,,,20k
English,cahier,,,20k
English,cahiers,cahier,,20k
English,caiman,,,20k
English,caimans,caiman,,20k
English,caldron,,,20k
English,caldrons,caldron,,20k
English,canasta,,,20k
English,cannoli,,,20k
English,cannolis,cannoli,,20k
English,cannulation,,,20k
English,cantus,,,20k
English,capitular,,,20k
English,capitularies,capitular,,20k
English,capitulary,capitular,,20k
English,capsicum,,,20k
English,capsicums,capsicum,,20k
English,carbonara,,,20k
English,carbonyl,,,20k
English,carbonyls,carbonyl,,20k
English,carborundum,,,20k
English,cardy,,,20k
English,cardies,cardy,,20k
English,carpaccio,,,20k
English,catafalque,,,20k
English,catafalques,catafalque,,20k
English,catechin,,,20k
English,catechins,catechin,,20k
English,catechumen,,,20k
English,catechumens,catechumen,,20k
English,cathexis,,,20k
English,cathexes,cathexis,,20k
English,cathodic,,,20k
English,caudillo,,,20k
English,caudillos,caudillo,,20k
English,caul,,,20k
English,cavitation,,,20k
English,cella,,,20k
English,centime,,,20k
English,centimes,centime,,20k
English,cento,,,20k
English,centrale,,,20k
English,centroid,,,20k
English,cephalosporin,,,20k
English,cephalosporins,cephalosporin,,20k
English,cerebrum,,,20k
English,cerebra,cerebrum,,20k
English,cerebrums,cerebrum,,20k
English,ceviche,,,20k
English,chaffing,,,20k
English,challah,,,20k
English,chapeau,,,20k
English,charabanc,,,20k
English,charabancs,charabanc,,20k
English,charwoman,,,20k
English,charwomen,charwoman,,20k
English,chiastic,,,20k
English,chicane,,,20k
English,chicanes,chicane,,20k
English,chicha,,,20k
English,chiton,,,20k
English,chitons,chiton,,20k
English,chlordane,,,20k
English,chocoholic,,,20k
English,chocoholics,chocoholic,,20k
English,chondrule,,,20k
English,chondrules,chondrule,,20k
English,chorea,,,20k
English,chromosphere,,,20k
English,chthonic,,,20k
English,chthonian,chthonic,,20k
English,chukar,,,20k
English,chukars,chukar,,20k
English,chukka,,,20k
English,chukkas,chukka,,20k
English,cinchona,,,20k
English,clangour,,,20k
English,clangor,clangour,,20k
English,clangorous,clangour,,20k
English,clangourous,clangour,,20k
English,clavier,,,20k
English,clavierist,clavier,,20k
English,clonk,,,20k
English,clonked,clonk,,20k
English,clonking,clonk,,20k
English,clonks,clonk,,20k
English,coagulopathy,,,20k
English,cockade,,,20k
English,cockaded,cockade,,20k
English,cockades,cockade,,20k
English,codfish,,,20k
English,cogito,,,20k
English,coir,,,20k
English,colophon,,,20k
English,colophons,colophon,,20k
English,comital,,,20k
English,commensurable,,,20k
English,commensurability,commensurable,,20k
English,compo,,,20k
English,compos,compo,,20k
English,concerti,,,20k
English,coneflower,,,20k
English,coneflowers,coneflower,,20k
English,confab,,,20k
English,confabs,confab,,20k
